Versuchsteilnehmer 1: Nick Fiebig
Versuchsteilnehmer 2: Salahudin Smailagic
Versuch: SC
Startzeit: 27.03.2025 12:57:13
Stoppzeit: 27.03.2025 12:58:58
Probennummer: 
Gatespannung: 
Sweeprate: 
Strom: 
Magnetfeld: 
Temperatur: 
Bemerkung: 
Kommentar: 

Zeit/s          	U_Sn (V)          	U_Manometer (V)          	U_AllanBradley (V)          	U_Field(V)
0,000000000000	0,000075963000	0,544769900000	0,011655396000	0,000004483000
1,000000000000	0,000075768000	0,544674590000	0,011656484000	0,000005375000
2,000000000000	0,000075605000	0,544554180000	0,011657845000	0,000005935000
3,000000000000	0,000075898000	0,544455000000	0,011658756000	0,000006828000
4,000000000000	0,000076072000	0,544362960000	0,011659081000	0,000007305000
5,000000000000	0,000076852000	0,544267040000	0,011660640000	0,000008446000
6,000000000000	0,000077730000	0,544167650000	0,011661174000	0,000009193000
7,000000000000	0,000080451000	0,544074590000	0,011662012000	0,000010200000
8,000000000000	0,000122189000	0,543969900000	0,011662315000	0,000010988000
9,000000000000	0,000160859000	0,543857650000	0,011662912000	0,000011870000
10,000000000000	0,000169001000	0,543769490000	0,011663833000	0,000012400000
11,000000000000	0,000169456000	0,543672140000	0,011664964000	0,000013344000
12,000000000000	0,000169673000	0,543577450000	0,011666513000	0,000014174000
13,000000000000	0,000169695000	0,543499900000	0,011666398000	0,000014828000
14,000000000000	0,000169749000	0,543426630000	0,011668178000	0,000015627000
15,000000000000	0,000169684000	0,543367860000	0,011668817000	0,000016446000
16,000000000000	0,000169803000	0,543263370000	0,011669874000	0,000015813000
17,000000000000	0,000169630000	0,543173570000	0,011671130000	0,000014776000
18,000000000000	0,000169641000	0,543116430000	0,011672146000	0,000013987000
19,000000000000	0,000169381000	0,543028670000	0,011672355000	0,000013323000
20,001000000000	0,000169543000	0,542945610000	0,011673685000	0,000012493000
21,000000000000	0,000169001000	0,542839690000	0,011674271000	0,000011424000
22,000000000000	0,000126439000	0,542729490000	0,011675014000	0,000010947000
23,000000000000	0,000078749000	0,542638270000	0,011676815000	0,000009982000
24,000000000000	0,000077817000	0,542518670000	0,011677516000	0,000009505000
25,000000000000	0,000076614000	0,542437650000	0,011677181000	0,000008322000
26,000000000000	0,000076028000	0,542374390000	0,011677893000	0,000007564000
27,000000000000	0,000075486000	0,542295000000	0,011678835000	0,000006817000
28,000000000000	0,000075671000	0,542209700000	0,011679495000	0,000006153000
29,000000000000	0,000075779000	0,542124590000	0,011681243000	0,000005282000
30,000000000000	0,000075573000	0,542052760000	0,011682227000	0,000004244000
31,000000000000	0,000075367000	0,541957860000	0,011683473000	0,000005167000
32,000000000000	0,000075692000	0,541873570000	0,011684174000	0,000005904000
33,000000000000	0,000075779000	0,541754800000	0,011684750000	0,000006817000
34,000000000000	0,000076223000	0,541639290000	0,011686279000	0,000007471000
35,000000000000	0,000075985000	0,541552150000	0,011687346000	0,000008322000
36,000000000000	0,000077167000	0,541454390000	0,011688655000	0,000009391000
37,000000000000	0,000078424000	0,541371120000	0,011690121000	0,000009806000
38,000000000000	0,000096420000	0,541316640000	0,011690121000	0,000010750000
39,000000000000	0,000147373000	0,541258680000	0,011691597000	0,000011518000
40,000000000000	0,000166822000	0,541228680000	0,011691984000	0,000012368000
41,000000000000	0,000169478000	0,541212550000	0,011693282000	0,000013427000
42,000000000000	0,000169511000	0,541203170000	0,011692319000	0,000014081000
43,000000000000	0,000169933000	0,541183780000	0,011694036000	0,000014641000
44,000000000000	0,000169836000	0,541178880000	0,011694005000	0,000015762000
45,000000000000	0,000169240000	0,541151530000	0,011694612000	0,000016778000
46,000000000000	0,000169879000	0,541116230000	0,011694758000	0,000015585000
47,000000000000	0,000169283000	0,541060720000	0,011695187000	0,000014828000
48,000000000000	0,000169456000	0,541032760000	0,011695554000	0,000014537000
49,000000000000	0,000169760000	0,540955820000	0,011696999000	0,000013199000
50,000000000000	0,000169229000	0,540923170000	0,011697417000	0,000012514000
51,000000000000	0,000167180000	0,540899900000	0,011697082000	0,000011642000
52,000000000000	0,000093873000	0,540854390000	0,011698087000	0,000010771000
53,000000000000	0,000077871000	0,540816020000	0,011699375000	0,000009837000
54,000000000000	0,000076831000	0,540770720000	0,011699762000	0,000009204000
55,000000000000	0,000076223000	0,540743370000	0,011700883000	0,000008042000
56,000000000000	0,000075866000	0,540667860000	0,011700610000	0,000007544000
57,000000000000	0,000075833000	0,540619900000	0,011700579000	0,000006983000
58,000000000000	0,000075714000	0,540566640000	0,011701155000	0,000006226000
59,000000000000	0,000076082000	0,540531940000	0,011701249000	0,000005095000
60,001000000000	0,000076267000	0,540481330000	0,011701071000	0,000004493000
61,000000000000	0,000075497000	0,540430510000	0,011701835000	0,000005271000
62,000000000000	0,000075963000	0,540402760000	0,011702997000	0,000006039000
63,000000000000	0,000075844000	0,540390510000	0,011702715000	0,000006765000
64,000000000000	0,000076288000	0,540363170000	0,011704096000	0,000007678000
65,000000000000	0,000076397000	0,540324600000	0,011703583000	0,000008104000
66,001000000000	0,000076787000	0,540282350000	0,011704756000	0,000009090000
67,000000000000	0,000077785000	0,540239090000	0,011704808000	0,000010003000
68,000000000000	0,000084647000	0,540218070000	0,011705436000	0,000010739000
69,000000000000	0,000133670000	0,540195820000	0,011705112000	0,000011538000
70,000000000000	0,000165087000	0,540168070000	0,011705321000	0,000012327000
71,000000000000	0,000169088000	0,540128270000	0,011705279000	0,000013219000
72,000000000000	0,000169175000	0,540091940000	0,011705405000	0,000014070000
73,000000000000	0,000169446000	0,540056020000	0,011706473000	0,000014828000
74,000000000000	0,000169576000	0,540035210000	0,011706557000	0,000015689000
75,000000000000	0,000169673000	0,539973580000	0,011706892000	0,000016415000
76,000000000000	0,000169511000	0,539972560000	0,011707645000	0,000015741000
77,000000000000	0,000169554000	0,539940510000	0,011707771000	0,000014838000
78,000000000000	0,000169424000	0,539933580000	0,011708116000	0,000014039000
79,001000000000	0,000169511000	0,539902350000	0,011708985000	0,000013427000
80,000000000000	0,000169521000	0,539885210000	0,011707813000	0,000012607000
81,000000000000	0,000160578000	0,539863580000	0,011708535000	0,000011673000
82,000000000000	0,000084994000	0,539848070000	0,011709268000	0,000010926000
83,000000000000	0,000077600000	0,539820920000	0,011710147000	0,000010055000
84,000000000000	0,000077112000	0,539805820000	0,011711058000	0,000009152000
85,001000000000	0,000076429000	0,539801330000	0,011710263000	0,000008249000
86,000000000000	0,000075811000	0,539778880000	0,011710776000	0,000007710000
87,000000000000	0,000075844000	0,539759900000	0,011711152000	0,000006765000
88,000000000000	0,000075855000	0,539757450000	0,011710859000	0,000005914000
89,000000000000	0,000075638000	0,539746030000	0,011711728000	0,000005209000
90,000000000000	0,000075616000	0,539678470000	0,011711979000	0,000004379000
91,000000000000	0,000075660000	0,539625620000	0,011712356000	0,000005136000
92,000000000000	0,000075443000	0,539606230000	0,011713979000	0,000005935000
93,000000000000	0,000075573000	0,539588680000	0,011713539000	0,000006983000
94,000000000000	0,000076017000	0,539567860000	0,011712796000	0,000007564000
95,000000000000	0,000076397000	0,539554800000	0,011713089000	0,000008560000
96,000000000000	0,000076559000	0,539520110000	0,011713257000	0,000009359000
97,000000000000	0,000077448000	0,539540520000	0,011712744000	0,000010117000
98,000000000000	0,000081015000	0,539519700000	0,011712419000	0,000010802000
99,000000000000	0,000124976000	0,539510110000	0,011711781000	0,000011590000
100,000000000000	0,000163407000	0,539495010000	0,011712524000	0,000012493000
101,000000000000	0,000169196000	0,539496030000	0,011712011000	0,000013323000
102,000000000000	0,000169348000	0,539469700000	0,011712555000	0,000014112000
103,000000000000	0,000169858000	0,539453370000	0,011712681000	0,000014931000
104,000000000000	0,000169879000	0,539413980000	0,011713654000	0,000015907000
