Versuchsteilnehmer 1: Nick Fiebig
Versuchsteilnehmer 2: Salahudin Smailagic
Versuch: SC
Startzeit: 27.03.2025 12:24:47
Stoppzeit: 27.03.2025 12:30:27
Probennummer: 
Gatespannung: 
Sweeprate: 
Strom: 
Magnetfeld: 
Temperatur: 
Bemerkung: 
Kommentar: 

Zeit/s          	U_Sn (V)          	U_Manometer (V)          	U_AllanBradley (V)          	U_Field(V)
0,000000000000	0,000170042000	0,618825330000	0,011020610000	0,000003943000
1,000000000000	0,000170215000	0,617278390000	0,011030984000	0,000003933000
2,000000000000	0,000170096000	0,615698590000	0,011044667000	0,000003933000
3,000000000000	0,000170172000	0,614119610000	0,011055534000	0,000003673000
4,000000000000	0,000169782000	0,612545940000	0,011066002000	0,000003953000
5,000000000000	0,000169890000	0,611004520000	0,011077905000	0,000003870000
6,000000000000	0,000169955000	0,609501660000	0,011089128000	0,000004036000
7,000000000000	0,000169727000	0,607977760000	0,011100466000	0,000004078000
8,000000000000	0,000169706000	0,606443070000	0,011112620000	0,000003850000
9,000000000000	0,000170150000	0,604930820000	0,011124774000	0,000004026000
10,000000000000	0,000169771000	0,603461030000	0,011135923000	0,000003891000
11,000000000000	0,000169576000	0,601964500000	0,011148653000	0,000003694000
12,000000000000	0,000169901000	0,600557160000	0,011160148000	0,000003746000
13,000000000000	0,000169912000	0,599369610000	0,011168324000	0,000003870000
14,000000000000	0,000169521000	0,598202870000	0,011177328000	0,000003912000
15,000000000000	0,000169652000	0,597183450000	0,011186812000	0,000004036000
16,000000000000	0,000169793000	0,596083040000	0,011198192000	0,000003974000
17,000000000000	0,000169370000	0,594870590000	0,011204955000	0,000004057000
18,000000000000	0,000169630000	0,593705080000	0,011213372000	0,000003870000
19,000000000000	0,000169814000	0,592514470000	0,011223463000	0,000004016000
20,000000000000	0,000169359000	0,591290800000	0,011233754000	0,000004088000
21,000000000000	0,000169131000	0,590059780000	0,011243051000	0,000003777000
22,000000000000	0,000168719000	0,588818360000	0,011253530000	0,000004026000
23,000000000000	0,000168080000	0,587571220000	0,011260397000	0,000003974000
24,000000000000	0,000167397000	0,586431600000	0,011271222000	0,000003850000
25,000000000000	0,000166464000	0,585260990000	0,011280812000	0,000003912000
