Versuchsteilnehmer 1: Nick Fiebig
Versuchsteilnehmer 2: Salahudin Smailagic
Versuch: SC
Startzeit: 27.03.2025 11:09:30
Stoppzeit: 27.03.2025 12:13:16
Probennummer: 
Gatespannung: 
Sweeprate: 
Strom: 
Magnetfeld: 
Temperatur: 
Bemerkung: 
Kommentar: 

Zeit/s          	U_Sn (V)          	U_Manometer (V)          	U_AllanBradley (V)          	U_Field(V)
0,000000000000	0,000171809000	0,000629785000	0,133230790000	0,000167940000
1,001000000000	0,000077405000	0,000629928000	0,133289990000	0,000147125000
2,000000000000	0,000076310000	0,000626743000	0,133294910000	0,000127223000
3,000000000000	0,000075844000	0,000629111000	0,133307170000	0,000107155000
4,000000000000	0,000075519000	0,000629764000	0,133314720000	0,000086766000
5,000000000000	0,000074944000	0,000627315000	0,133327390000	0,000066491000
6,000000000000	0,000074922000	0,000627397000	0,133332320000	0,000046288000
7,000000000000	0,000075042000	0,000622457000	0,133357670000	0,000026563000
8,000000000000	0,000074977000	0,000636316000	0,133360710000	0,000006132000
9,000000000000	0,000075009000	0,000616558000	0,133379260000	0,000003808000
10,000000000000	0,000075107000	0,000618477000	0,133365010000	0,000023855000
11,000000000000	0,000074847000	0,000629887000	0,133357880000	0,000043892000
12,000000000000	0,000075226000	0,000621293000	0,133365850000	0,000064395000
13,000000000000	0,000075421000	0,000632989000	0,133371190000	0,000084566000
14,000000000000	0,000075540000	0,000626764000	0,133354430000	0,000104375000
15,000000000000	0,000075822000	0,000617252000	0,133370770000	0,000124899000
16,000000000000	0,000076028000	0,000622906000	0,133373390000	0,000132868000
17,000000000000	0,000076093000	0,000619640000	0,133388270000	0,000133252000
18,000000000000	0,000076310000	0,000636010000	0,133382720000	0,000133688000
19,000000000000	0,000076364000	0,000627478000	0,133393510000	0,000134071000
20,000000000000	0,000076354000	0,000632969000	0,133415510000	0,000134227000
21,000000000000	0,000076202000	0,000621048000	0,133422640000	0,000134870000
22,000000000000	0,000076321000	0,000627294000	0,133414880000	0,000135109000
23,000000000000	0,000076321000	0,000629356000	0,133422850000	0,000135462000
24,000000000000	0,000076202000	0,000633357000	0,133426930000	0,000135981000
25,000000000000	0,000076310000	0,000622457000	0,133457840000	0,000136333000
26,000000000000	0,000076408000	0,000636704000	0,133462030000	0,000136655000
27,001000000000	0,000076614000	0,000636235000	0,133474290000	0,000137184000
28,000000000000	0,000076787000	0,000627437000	0,133483620000	0,000137755000
29,000000000000	0,000076625000	0,000637276000	0,133475650000	0,000138056000
30,000000000000	0,000076581000	0,000613761000	0,133483510000	0,000138523000
31,000000000000	0,000076722000	0,000607168000	0,133465910000	0,000138813000
32,000000000000	0,000076852000	0,000624804000	0,133462560000	0,000139145000
33,000000000000	0,000076484000	0,000637051000	0,133474190000	0,000139685000
34,000000000000	0,000076679000	0,000630173000	0,133471990000	0,000140225000
35,000000000000	0,000076798000	0,000625294000	0,133468840000	0,000140328000
